academic,2236,957,アカデミック,純粋学問の. 学問上の. 大学の. 学究的な,,
academically,19238,35,学究的に,学究的に ,,
academician,36956,10,アカデミー会員,アカデミー会員. 学士院会員,,18
academy,3853,444,アカデミー,専門学校. 学士院,,18
Acadian,27590,18,アカディア人,"アカディア人. 18世紀まで現メイン州付近にフランス人が入植し,今も独自文化･国旗を維持. 一部はルイジアナのアケイディアナに定住,「Cajun,ケイジャン」の祖となる",101,5
acanthus,55144,4,アカンサス,アカンサス. ハアザミの類. (柱頭の)アカンサス葉飾り,,69
Acapulco,10822,90,アカプルコ,アカプルコ. メキシコの太平洋岸にある著名なリゾート都市,,2
accede,21344,29,同意する,同意する. (職など)に就く. 加盟する. 後を継ぐ,,
accelerate,4825,321,加速する,の速度を速める. 加速する. 速める. 促進する. 増進する,,
acceleration,12240,74,加速,加速. 促進,,
accelerator,26829,19,アクセラレータ,(車の)アクセル,,41
accent,3137,600,アクセント,アクセント. 口調. なまり,,
accentuate,21758,28,際立たせる,目立たせる. を強調する,,
accentuated,26829,19,強調,強調された,,
accept,1044,2320,受け入れる,受け入れる,,
acceptability,15194,52,受容性,受容性,,
acceptable,3358,543,許容可能な,容認できる,,
acceptance,4513,353,受け入れ,受け入れ. 容認. 支持,,
accepted,20527,31,一般に認められた,一般に認められた ,,
acceptor,12062,76,アクセプタ,認められたもの,,
access,960,2548,アクセス,アクセスする. 交通の便. 接近. 面接. 発作. ,681,
accessed,12344,73,アクセス,アクセスした ,,
accessibility,12550,71,接近性,接近可能性,,
accessible,4271,383,アクセス可能な,近づきやすい. 接近し易い,,
accession,4291,381,加盟,追加. 就任. 増加. 到達. 即位. 相続. 取得,,
accessory,7819,152,アクセサリー,アクセサリー. 部品. 付属物. 装身具. 補助的な. 付属的な,,
accident,2336,906,事故,天災. 偶然. 事故. 災難,,63
accidental,8604,131,不慮,偶然の,,
accidentally,6432,208,誤って,偶然に. たまたま. ひょっこり,,
acclaim,14564,56,称賛,に喝采する. 大声で言う. 歓呼,,30
acclaimed,11169,86,著名,著名 ,,
acclamation,55144,4,歓呼,喝采,,
acclimate,31439,14,順化,(人･ものを風土･環境などに)慣らす. 順応させる,,49
acclimated,26829,19,順応された ,順応された ,,
acclimation,24198,23,順化,順化 ,,
acclimatize,55144,4,順応させる,順応させる,,
accolade,19238,35,栄誉,絶賛. 栄誉. ナイト爵位授与の儀式,,
accommodate,4947,308,受け入れる,便宜を計る. 親切にする. に金を融通する. 供給する. 適応させる. 和解させる,,
accommodation,6665,197,宿泊施設,適応. 和解. 便宜. 順応. 宿泊施設. 好意,,53
accompaniment,20184,32,伴奏,伴うもの. 随伴物,,45
accompany,2388,883,同行する,に同伴する. おともする. に付随する,,
accomplice,15371,51,共犯,共犯者,,
accomplish,2798,703,達成する,を成し遂げる. 完成する. 成就する. 実行する,,
accomplished,43408,7,達成された,完成した. その道に秀でた. 熟練した. 教養のある,,
accomplishment,5500,263,達成,達成. 完成. 才能,,
accord,434,5417,調和,調和(する). 協定. 合意(する). 一致. 与える. agreement,728,
accordance,4230,388,一致,一致. 授与,728,
according,43408,7,従って,一致して. 従って,728,
accordingly,5310,276,それに応じて,それゆえ. というわけで,728,
accordion,16859,44,アコーディオン,アコーディオン,,45
accost,55144,4,呼び掛ける,呼びかける. 話しかける. ことばをかけて近寄る,,
account,687,3617,アカウント,アカウント. 勘定書. 預金口座. . 説明する,,16
accountability,3713,467,説明責任,説明義務. 会計責任,,16
accountable,6018,231,責任がある,説明のつく. 責任がある,,
accountancy,33910,12,会計学,会計. 会計学. 会計職,,
accountant,5065,297,会計士,会計係. 会計士,,
accounting,1205,1984,会計,会計学. 会計. 計算,,16
accredit,40852,8,認定する,信任する。功績とする,281,16
accreditation,18064,39,認証された,認証評価 ,281,16
accredited,23138,25,公認の,正式認可を受けた ,281,16
accretion,26084,20,合体,(発育･付着･包含などによる)増大. 付着. 融合. 合体,,
accrual,33910,12,発生主義,＜accrue. 生じること･もの. 発生. 増加. 定期的に累増する金額. 見越し額. 金利発生型の,,
accrue,10494,95,生じる,生じる. 自然増加として生ずる. 生ずる,,
acculturation,43408,7,文化変容,文化変容,,
accumulate,3516,502,蓄積する,積み重ねる. 蓄積する. 集める,,
accumulation,3496,505,蓄積,集積. 蓄積,,
accuracy,2883,674,精度,精密さ. 正確. 精度,,
accurate,2350,899,正確な,明確な. 的確な. 正確な,,
accurately,4380,369,正確に,きちんと. 正確には,,
accusation,4849,317,告発,告発すること. 非難. 告訴. 告発,528,12
accusative,46471,6,対格,"accusative case対格. 名詞がもつ格のひとつ. 他動詞の直接目的語を示す(ご飯を作る,など). 対格はすべての印欧語族に存在",,27
accusatory,38763,9,非難する,告訴の. 非難の. 非難めいた,528,12
accuse,1905,1176,非難する,を非難する. を告発する. 告訴する,528,12
accused,24198,23,被告人,告発された. 被告,,12
accusee,9637,109,非難された者,非難された者,528,12
accuser,14381,57,原告,告訴人. 刑事訴訟の原告,,12
accustom,8066,145,慣らす,習慣づける. を慣らす. に対して慣らす,,
accustomed,43408,7,慣れて,慣らした. 慣れた,,
ACD,40852,8,ACD,Asia Cooperation Dialogue(アジア協力対話). 2. Anemia of Chronic Disease慢性疾患性貧血. 3. Acid-Citrate-Dextrose(酸性クエン酸ブドウ糖液) ,,29
ace,6522,204,エース,"第一人者. 切り札,最高位かそれに準じる者",,
acerbic,31439,14,辛辣な,刺々しい. 酸っぱい. 苦い. 渋い,,
acetaminophen,30344,15,アセトアミノフェン,アセトアミノフェン(Acetaminophen). 解熱鎮痛薬の一つ,,87
acetate,6786,191,アセテート,アセテート ,,87
acetic,15548,50,酢酸の,酸っぱい. 酢の,,39
acetonitrile,24198,23,アセトニトリル,アセトニトリル. 分子式CH3CNと表される最も単純なニトリルである. 化学工業製品の原料や溶媒として用いられる,,87
acetyl,13391,64,アセチル,"酢酸を構成する有機基(CH3CO-). アセチル基,アセチルと呼ばれる",,87
acetylated,26084,20,アセチル化,アセチル化した ,,87
acetylation,19875,33,アセチル化,アセチル化. 有機化合物中にアセチル基が導入されること. (逆に有機化合物からアセチル基が除かれる反応は脱アセチル化),,87
acetylcholine,12344,73,アセチルコリン,アセチルコリン. 神経伝達物質の名称. コリン(choline)の誘導物である,,87
acetyltransferase,18353,38,アセチルトランスフェラーゼ,アセチルトランスフェラーゼ. 一つの化合物のアセチル基を他の化合物へ転移する反応を触媒する酵素. アセチル基転移酵素ともいう. ,,88
ache,9730,107,痛み,痛む,791,91
achievable,18918,36,達成可能な,達成可能な ,,
achieve,1171,2062,達成する,を達成する. を完成する,,
achievement,3430,522,業績,達成. 業績,,16
achieving,21344,29,達成,達成 ,,
Achilles,16859,44,アキレス腱,アキレス腱　the Achilles' tendon(腱). (cf. heelかかと),107,79
achy,43408,7,うずく,うずく. 痛みのある,791,
acid,768,3215,酸,酸. 酸性. 酸塩基反応(acid-base reaction). 酸っぱい. 麻薬. LSD (cf. alkali),109,87
acidic,7296,171,酸性の,酸を出す. (態度･気質が)刺々しい. 辛辣な,,87
acidification,28448,17,酸性化,酸性化 ,,87
acidify,30344,15,酸性にする,酸性にする,,87
acidity,18625,37,酸性度,酸性度. 酸味,,87
acidosis,21758,28,アシドーシス,(医)酸血症. 酸性症. 酸性血症. 酸中毒. アシドーシス. 酸毒症,,91
ACK,11574,81,Acknowledge,Acknowledge. 認識,,29
acknowledge,2230,960,認める,白状する. 感謝する. 認める. 承認する,731,
acknowledgement,14381,57,承認,(UK綴)承認. 通知. 自認. 受取の通知. 感謝. 礼状. 謝意,856,
acknowledgment,12653,70,承認,(US綴)承認. 通知. 自認. 受取の通知. 感謝. 礼状. 謝意,731,
ACL,24198,23,ACL,Access Control List. アクセス制御リスト他,,95
acme,36956,10,頂点,(完成度の)極地(美しさ･技術などについて). 絶頂. 頂点,,
acne,38763,9,にきび,"にきび. 座瘡(ざそう, にきびpimpleなどの皮膚病).  2. 「ACNE」(アクネ). スウェーデン発のファッションブランド",,91
acolyte,26084,20,アコライト,侍祭. アコライト. 侍者,,6
acorn,30344,15,ドングリ,ドングリ,,69
acoustic,8968,123,音響,電子機器を介さない. 音響上の. 聴覚の,,
acquaint,13139,66,知らせる,知り合いになる. 知らせる. 伝える. 分からせる,,
acquaintance,8066,145,知り合い,面識. 知識. 知人. 知合い,,
acquiesce,28448,17,黙従,黙認する. 不本意ながら従う,500,
acquiescence,33910,12,黙諾,黙認. おとなしくしたがうこと,,
acquire,1806,1251,取得する,を習得する. を獲得する,,
acquisition,2295,928,買収,習得,,
acquisitive,55144,4,欲しがる,欲ばりの. 欲深い,438,
acquit,11169,86,放免する,無罪にする. 放免する. 解放する,,
acquittal,14564,56,無罪判決,無罪放免. 無罪判決,,
ACR,19875,33,ACR,Ammunition Consumption Rate. 弾薬使用統制,,23
acre,2912,666,エーカー,"エーカー(面積の単位. 4840 平方ヤード,約4047 平方メートル). 略a. (複数形で)土地,地所,broad acres(広い土地)",,50
acreage,26829,19,エーカーでの広さ,エーカーでの広さ,,50
acrid,32594,13,鼻を突く,(においなど)つんとする. 辛い. 苦い. 冷酷な. 辛辣な,,
acrimonious,38763,9,辛辣な,しんらつな. 辛辣な. 痛烈な. 毒々しい. 刺々しい,,
acrimony,35353,11,とげとげしさ,(言葉･気質など)辛辣さ. とげとげしさ. 厳しさ,,
acrobat,21758,28,アクロバット,アクロバット,,
acrobatic,26829,19,アクロバティック,曲芸的な,,
acrobatics,30344,15,曲芸,アクロバット,,
acronym,8066,145,頭字語,頭字語. 文字略語. 頭文字語,,27
Acropoli,15194,52,アクロポリ,"アクロポリス(Acropoli,Acropolisとも表示 ",,2
across,554,4356,横断して,横断して,,
acrostic,46471,6,アクロスティック,アクロスティック. (数語の語頭などにある語句を折り込んだ遊戯詩･文字遊び),358,67
acrylamide,24827,22,アクリルアミド,アクリルアミド. アクリル酸を母体とするアミドの一種,,87
acrylic,33910,12,アクリル,アクリル,,87
act,385,6012,行為,作用する. 行動する. 行為. 議定書,,
actin,4077,410,アクチン,アクチン. 螺旋状の多量体を形成し細胞の形を決定するアクチンフィラメントを作るタンパク質. アクチンフィラメントは筋細胞で筋収縮を担う ,,87
acting,7116,178,演技,臨時代理の. 演技,,
actinic,40852,8,化学線の,化学線作用を持つ. (actinic rays化学線. 紫外線),,89
actinomycin,27590,18,アクチノマイシン,アクチノマイシン. 放線菌が産生するポリペプチド系の抗生物質. 20種以上が知られている. 試薬や抗がん剤に使われる,,87
action,544,4393,アクション,動作. 行動,,
actionable,26084,20,実用的な,実用的な,,
activate,1687,1344,活性化する,放射能を与える. 活性化する. 活動的にする. 活動させる,,58
activated,18918,36,活性化した,活性化した ,,
activation,1342,1752,アクティベーション,アクティベーション. 活性化 ,,89
activator,6577,201,活性剤,活性化因子 ,,89
active,1374,1704,アクティブ,積極的な. 活発な. 2. 能動態の,,27
actively,5276,279,積極的に,活発に,,
activism,11863,78,行動主義,積極行動主義,,19
activist,3956,428,活動家,活動家. 運動家,,
activity,349,6488,活動,活動. 活躍. 働き. 動き. 活気,440,
actor,1525,1518,俳優,俳優,635,43
actress,3298,559,女優,女優,635,43
actual,1221,1948,実際,事実上の. 現在の. 現実の,639,
actuality,38763,9,現実,現実. 実在,639,
actually,239,9403,実際に,実際に. 現実に. 実は,639,
actuarial,15752,49,生命表法による,保険計理(士)の. (もと法廷の)記録係(書記)の,639,25
actuary,16191,47,保険数理士,保険数理士 ,639,25
acuity,27590,18,鋭さ,鋭さ,,
acumen,21344,29,洞察力,鋭さ. 眼識. 明敏. 鋭い洞察力,618,
acupuncture,29384,16,鍼,はり治療. 針(療法),599,87
acus,9451,113,針,(acūs). 針(needle). 千枚通し,599,
acute,2551,799,急性,鋭い. 激しい. 緊急の. 急性の. ひどい. 重大な,,
acutely,15548,50,鋭く,鋭く. 鋭敏に. 激しく,,
acyl,21758,28,アシル,"アシル基(Acyl group). 有機化学でカルボン酸(カルボキシ基(−COOH)を有する有機酸)からOHを抜いた,R-CO-という形の基を指す",,87
AD,988,2481,AD,"Alzheimer's disease(アルツハイマー病),Anno Domini(西暦),Atopic Dermatitis(アトピー性皮膚炎),Attention Deficit(注意欠陥性障害)  他",155,29
adage,23138,25,格言,ことわざ. 格言. 古諺. 諺,764,
Adam,2646,754,アダム,アダム. 人類の祖(聖書). (cf. Adam's apple喉仏),597,98
adamant,14243,58,断固とした,非常に堅い. 頑固な. 鋼石の. 意志の固い. 2. アダマント(伝説上の絶対に砕けない物質のこと),,
adamantly,28448,17,断固,頑として. 頑固に,,
adapt,3455,516,適合させる,を適応させる. 慣れさせる. 適応する. を改変する. (cf. adopt),899,
adaptability,32594,13,適応性,順応性,,
adaptable,23138,25,適合,適合性のある. 融通のきく. 適応できる. 柔軟,,
adaptation,4904,312,適応,適応. 順応,,
adapter,11328,84,アダプタ,改作者. 翻案者. アダプター,,
adaptive,9905,104,適応,適用可能な,,
adaptor,12139,75,アダプタ,"アダプター,アダプタ,接着体,補助具",,
add,345,6541,加える,加える. 足す,,54
added,16191,47,追加された,追加された ,,
addendum,17555,41,補遺,追加したもの. 補遺. 付録,,
adder,43408,7,毒蛇,毒蛇. マムシ. クサリヘビ(有毒),,72
addict,5447,266,中毒,熱中させる. 麻薬中毒者,961,
addicted,30344,15,はまって,病みつきになっている. 常習的な,,
addiction,5913,237,中毒,"熱中すること, 夢中になること, -中毒",961,
addictive,11080,87,中毒性の,添加物. 中毒を起こす. 習慣性の,961,
addition,638,3857,追加,足し算. 追加,573,54
additional,559,4313,追加の,追加の,573,54
additionally,4191,395,さらに,さらに ,,
additive,7317,170,添加剤,追加の. 付加的な. 加法的な,,
addled,23649,24,addled,腐った ,770,
address,613,4008,住所,住所. (仕事などに)取り組む. に話しかける. 演説,,
addressed,29384,16,対処,宛て ,,
addressee,50313,5,受取人,受信人,,
adduce,36956,10,提示する,引用する. 提示する. 例証として挙げる,,
adduct,19536,34,付加物,付加物 ,,
Aden,29384,16,アデン,アデン(南イエメンの首都),,2
adenine,18064,39,アデニン,"アデニン. 核酸を構成する5種の主要塩基の一つ. シアン化水素とアンモニアを混合し加熱するだけで合成されるため,原始の地球でもありふれた有機物だったと考えられる",,89
adenocarcinoma,12550,71,腺癌,腺癌 ,399,91
adenoma,16407,46,腺腫,アデノーマ. 腺腫,399,91
adenosine,13391,64,アデノシン,"アデノシン(RNAを構成するヌクレオシドで,神経伝達物質)",,89
adenoviral,7020,182,アデノウイルスの,アデノウイルスの ,,89
adenovirus,10096,101,アデノウイルス,アデノウイルス. 二重鎖DNAウイルス. ライノウイルス等とともに「風邪症候群」を起こす主要病原ウイルス,,89
adept,11863,78,名人,熟達して. 名人,,
adequacy,16610,45,妥当性,妥当性,,
adequate,3556,496,十分な,適した. 適当な. 適切な. 十分な,,
adequately,6161,223,適切に,適切に,,
ADHD,9387,114,ADHD,注意欠陥多動性障害. attention deficit hyperactivity disorder,,84
adhere,7417,166,接着する,執着する. 堅く守る. 粘着する. 支持する,729,
adherence,8790,127,アドヒアランス,"固守, 執着, 忠実, 支持(to)",729,
adherent,7934,149,付着した,固守する. 付着性の. 付着した. 関係した. 加盟した,729,
adhesion,5090,294,接着,粘着,,
adhesive,13018,67,接着剤,付着力のある. 粘着性の. 記憶から消えない,,
adieu,26084,20,別れ,(仏語)アデュー. さようなら. ごきげんよう,,34
adipocyte,18625,37,含脂肪細胞,含脂肪細胞 ,,89
adipose,22163,27,脂肪,(動物性)脂肪,,89
adiposity,26829,19,脂肪症,肥満 ,921,91
Adirondack,19875,33,アディロンダック,アディロンダック. NY州北部の山地名. 商品名 他 ,,2
adjacent,2906,668,隣接,隣接した. 付近の. 近接した. 直前の,,
adjectival,33910,12,形容詞の,形容詞的語句. 形容詞の･を作る,,27
adjective,6191,221,形容詞,形容詞,,27
adjoin,31439,14,継ぎ足す,に隣接する,,
adjoining,9905,104,隣接している,隣接している,,
adjourn,19238,35,延期する,休止する. 延期する,,
adjournment,50313,5,延期,休会. 休止,,
adjudicate,26829,19,裁く,(計画など)を決定する. 宣告する. 裁く. 判決をくだす,,12
adjudicated,20935,30,裁定,判決が下された,,12
adjudication,20527,31,裁定,判決. 裁決,,12
adjunct,17075,43,付属物,付属物. 添加物. 修飾(付加)語句,,27
adjust,2017,1089,調整する,(環境に)慣れる. を適合させる. 調節してあわせる,,49
adjustable,14085,59,アジャスタブル,調整できる,,
adjusted,26084,20,調整後,調整後 ,,
adjusting,26829,19,調整の,調整の ,,
adjustment,3432,521,調整,修正,,
adjuvant,12139,75,アジュバント,"アジュバント. 主剤に対する補助剤. 補助薬,免疫増強剤,抗原増強剤,補助,補助療法の意. ",,87
adman,36956,10,アドマン,advertising man. 広告係,,43
admin,20184,32,管理者,管理,,
administer,3401,532,管理する,施行する. 管理する. 与える,,21
administration,708,3496,管理,行政. 政治. 管理. 執行. 支配. 処理. 投与. 主管庁. 政権,,18
administrative,3610,484,行政の,行政上の. 経営上の,,21
administrator,2540,804,管理者,管理者. 行政官,,25
admirable,9290,116,立派な,賞賛すべき. 立派な,642,
admirably,16859,44,見事に,りっぱに,,
admiral,12139,75,提督,司令長官. 海軍大将. 指令長官,306,23
admiralty,50313,5,海軍本部,海軍本部,306,23
admiration,9730,107,称賛,感嘆. 賞賛,642,
admire,3781,456,感心する,に感服する. を賞賛する. 尊敬する,642,
admirer,12139,75,崇拝者,賞賛者. 崇拝者,642,
admissible,32594,13,許容できる,受け入れられる. 許容できる. 有資格の,,
admission,2421,863,入場,入場. 入学. 許可. 告白,,
admit,1269,1855,認める,(いやなこと)を認める. に入ることを許す,,12
admittance,46471,6,入場許可,入場許可,,
admittedly,7339,169,確かに,明らかに. 正直なところ,753,
admixture,31439,14,混合,混合物(剤),,
admonish,27590,18,戒める,警告する. 勧告する. 促す. 注意する,,
admonished,24827,22,諭さ,訓戒された ,,
admonition,20527,31,訓戒,警告. 説諭. 訓戒. 勧告. 忠告,,
admonitory,55144,4,admonitory,忠告の. 説諭の. 勧告的な. 警告の. 訓戒の,,
ado,30344,15,騒ぎ,骨折り. 騒ぎ. 騒動,983,
Adobe,10168,100,アドビ,アドビ(ソフト名). 2. 日干しレンガ,,95
adolescence,11667,80,青年期,青春期(13-16歳くらい). 思春期の成長. 若々しさ. (言語･文化などの)発展期,,
adolescent,5561,259,思春期の,青春期の,,
Adolf,15371,51,アドルフ,Adolf Hitler アドルフ･ヒトラー ,,98
adopt,1876,1204,採用,採用する. 養子にする. (cf. adapt),899,25
adoptee,55144,4,養子,里親,,37
adoption,6387,210,採用,採用. 養子縁組,,12
adoptive,15194,52,採用の,採用の,,
adorable,7339,169,愛らしい　,魅力的な,,
adoration,21344,29,崇拝,敬愛. あこがれ. 礼拝,,
